Município;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;Total
SAO DOMINGOS DAS DORES;-;-;3;-;-;1;3;1;1;36;208;16;269
SAO DOMINGOS DO PRATA;19;19;131;2;10;73;27;1;1;46;2907;29;3265
SAO FELIX DE MINAS;-;6;36;1;2;3;3;-;-;41;36;2;130
SAO FRANCISCO;139;163;559;201;39;917;55;3;81;793;3923;269;7143
SAO FRANCISCO DE PAULA;6;7;9;-;-;8;-;-;23;93;1519;6;1671
SAO FRANCISCO DE SALES;184;59;33;2;4;204;9;-;177;34;290;276;1272
SAO FRANCISCO DO GLORIA;-;1;140;2;-;5;1;2;1;144;504;237;1037
SAO GERALDO;5;25;397;11;137;37;12;3;1;363;488;440;1919
SAO GERALDO DA PIEDADE;1;39;110;-;-;-;95;-;3;2;141;18;409
SAO GERALDO DO BAIXIO;3;1;18;2;-;26;39;9;2;13;41;-;155
SAO GONCALO DO ABAETE;21;1;276;4;11;103;18;24;41;190;149;7;845
SAO GONCALO DO PARA;87;36;144;42;3;487;15;3;16;160;652;106;1751
SAO GONCALO DO RIO ABAIXO;2;3;57;2;1;84;15;47;9;1611;2346;89;4266
SAO GONCALO DO SAPUCAI;9;282;10;13;4;20;36;3;38;12;3845;21;4293
SAO GOTARDO;175;292;3962;6;1;611;107;12;77;648;6894;133;12918
SAO JOAO BATISTA DO GLORIA;113;64;49;-;2;66;57;-;313;329;463;62;1518
SAO JOAO DA LAGOA;-;4;46;5;6;59;-;-;1;94;277;38;530
SAO JOAO DA MATA;1;-;-;-;-;-;-;1;9;1;160;9;181
SAO JOAO DA PONTE;5;67;498;24;45;648;31;22;15;84;1176;27;2642
SAO JOAO DAS MISSOES;3;15;9;-;59;129;1;3;33;22;761;20;1055
SAO JOAO DEL REI;676;257;1665;33;54;621;67;197;198;1055;14827;77;19727
SAO JOAO DO MANHUACU;4;-;12;-;-;3;-;-;-;168;610;3;800
SAO JOAO DO MANTENINHA;-;74;84;2;-;71;74;9;3;387;352;12;1068
SAO JOAO DO ORIENTE;4;2;260;5;3;5;24;2;73;478;365;51;1272
SAO JOAO DO PACUI;1;3;15;-;11;49;8;-;22;40;368;1;518
SAO JOAO DO PARAISO;2;1;9;-;3;6;3;2;57;1;978;25;1087
SAO JOAO EVANGELISTA;4;14;578;1;-;116;5;1;1;95;847;34;1696
SAO JOAO NEPOMUCENO;50;119;1005;44;17;1885;51;15;19;1781;1362;938;7286
SAO JOAQUIM DE BICAS;24;1019;1035;35;7;1677;87;12;24;663;2148;6;6737
SAO JOSE DA BARRA;9;4;4;12;-;48;7;5;10;488;601;61;1249
SAO JOSE DA LAPA;6;39;296;2;25;748;195;22;93;383;2027;100;3936
SAO JOSE DA SAFIRA;1;25;29;24;3;79;62;16;11;126;133;53;562
SAO JOSE DA VARGINHA;114;5;255;-;8;78;225;7;2;28;151;17;890
SAO JOSE DO ALEGRE;-;4;4;-;-;2;3;-;1;13;481;12;520
SAO JOSE DO DIVINO;-;-;35;5;-;10;29;-;1;82;226;1;389
SAO JOSE DO GOIABAL;4;88;104;-;1;107;145;17;14;209;410;67;1166
SAO JOSE DO JACURI;1;-;22;-;-;41;5;-;10;1;394;7;481
SAO JOSE DO MANTIMENTO;-;-;5;-;-;-;7;-;50;40;81;-;183
SAO LOURENCO;1;24;37;-;1;9;147;2;4;38;7032;39;7335
SAO MIGUEL DO ANTA;2;5;33;-;-;9;-;-;1;17;397;17;481
SAO PEDRO DA UNIAO;3;4;3;1;1;4;4;2;1;17;203;17;260
SAO PEDRO DOS FERROS;6;4;140;3;1;107;297;-;1;100;1121;57;1837
SAO PEDRO DO SUACUI;52;13;17;-;-;30;-;2;26;7;235;-;382
SAO ROMAO;-;7;161;8;6;219;2;-;5;278;288;25;999
SAO ROQUE DE MINAS;1;25;54;1;6;5;-;2;281;38;874;48;1335
SAO SEBASTIAO DA BELA VISTA;-;4;7;-;-;-;-;-;4;2;316;14;347
SAO SEBASTIAO DA VARGEM ALEGRE;-;-;7;-;2;1;-;-;-;36;154;14;214
SAO SEBASTIAO DO ANTA;-;1;44;-;3;57;-;-;2;1;247;1;356
SAO SEBASTIAO DO MARANHAO;-;3;75;-;2;9;1;96;128;5;158;1;478
SAO SEBASTIAO DO OESTE;14;51;57;2;2;54;93;10;5;250;1659;25;2222
SAO SEBASTIAO DO PARAISO;60;1254;395;20;62;1807;233;58;1265;5349;5012;1329;16844
SAO SEBASTIAO DO RIO PRETO;-;-;1;-;-;-;1;-;-;1;127;9;139
SAO SEBASTIAO DO RIO VERDE;-;2;-;1;1;1;2;-;-;2;125;18;152
SAO TIAGO;13;81;22;3;3;9;14;2;2;62;556;14;781
SAO TOMAS DE AQUINO;-;4;46;-;1;222;25;3;202;36;617;75;1231
SAO THOME DAS LETRAS;1;4;13;4;3;3;-;-;152;10;365;1;556
SAO VICENTE DE MINAS;1;1;2;1;-;7;2;1;-;6;1430;7;1458
SAPUCAI-MIRIM;2;18;11;-;3;2;2;1;1;2;546;15;603
SARDOA;2;6;11;2;1;1;3;-;3;33;39;9;110
SARZEDO;62;749;2219;25;12;2145;68;26;21;551;2689;145;8712
SETUBINHA;1;-;128;87;2;22;22;3;3;19;299;1;587
SEM-PEIXE;4;34;55;-;-;3;1;1;-;138;191;2;429
SENADOR AMARAL;2;6;-;1;-;-;-;-;1;-;7;-;17
SENADOR CORTES;-;-;14;-;1;42;-;1;14;7;366;137;582
SENADOR FIRMINO;-;12;167;10;24;29;18;-;1;19;68;33;381
SENADOR JOSE BENTO;-;1;-;-;-;1;-;-;-;-;27;10;39
SENADOR MODESTINO GONCALVES;-;-;3;-;-;12;31;2;82;8;495;9;642
SENHORA DE OLIVEIRA;-;1;8;-;2;5;-;-;2;9;674;4;705
SENHORA DO PORTO;1;1;1;-;1;1;-;-;2;6;381;8;402
SENHORA DOS REMEDIOS;3;5;2;1;-;5;1;-;-;1;107;22;147
SERICITA;-;1;85;1;-;14;1;-;1;20;244;4;371
SERITINGA;1;1;3;1;1;-;-;1;-;-;66;-;74
SERRA AZUL DE MINAS;-;3;72;-;-;4;-;-;1;5;359;6;450
SERRA DA SAUDADE;1;10;2;2;4;1;-;-;-;15;138;8;181
SERRA DOS AIMORES;7;72;248;17;8;19;58;2;18;36;376;21;882
SERRA DO SALITRE;3;23;23;1;5;96;41;14;19;414;1467;47;2153
SERRANIA;1;24;47;12;7;5;8;-;3;18;1035;24;1184
SERRANOPOLIS DE MINAS;-;2;1;2;4;3;1;1;83;3;382;12;494
SERRANOS;-;-;-;-;-;-;-;-;1;-;14;1;16
SERRO;3;21;85;3;2;101;42;9;22;147;4585;53;5073
SETE LAGOAS;77;1033;11565;43;42;7783;1158;42;29;4130;14624;40;40566
SILVEIRANIA;-;7;22;2;-;7;8;-;-;175;76;92;389
SILVIANOPOLIS;-;8;-;-;1;-;1;-;1;1;269;215;496
SIMAO PEREIRA;-;-;23;-;-;2;-;-;4;313;191;11;544
SIMONESIA;2;15;68;-;1;7;6;3;11;82;929;12;1136
SOBRALIA;4;7;46;1;1;10;2;6;4;118;259;13;471
SOLEDADE DE MINAS;1;1;4;3;-;1;20;-;-;1;445;4;480
TABULEIRO;1;16;222;6;3;252;8;1;2;69;232;25;837
TAIOBEIRAS;1;48;160;6;5;218;41;8;75;30;2642;172;3406
TAPARUBA;-;-;108;1;1;127;75;-;139;2;195;23;671
TAPIRA;1;4;7;1;-;-;-;-;93;58;116;7;287
TAPIRAI;-;10;3;-;-;1;2;-;-;-;27;-;43
TAQUARACU DE MINAS;1;76;50;2;-;194;5;2;-;11;962;3;1306
TARUMIRIM;7;6;6;41;7;6;38;1;-;104;561;2;779
TEIXEIRAS;-;-;134;2;1;3;2;-;5;327;275;55;804
TEOFILO OTONI;451;620;3952;1422;91;299;1816;39;494;3038;5626;1539;19389
TIMOTEO;58;206;1651;248;614;258;669;396;599;5110;973;189;10971
TIRADENTES;2;8;74;3;-;207;5;2;1;125;2134;55;2616
TIROS;2;3;158;2;-;26;164;4;43;578;729;27;1736
TOCANTINS;13;227;871;26;149;556;1233;103;6;244;1496;331;5255
TOCOS DO MOJI;-;1;-;1;-;-;-;-;1;1;19;15;38
TOLEDO;-;1;2;2;-;1;-;-;4;9;105;14;138
TOMBOS;1;20;186;-;1;17;-;1;-;235;618;157;1236
TRES CORACOES;894;1232;645;1026;4;98;69;72;59;669;9737;113;14618
TRES MARIAS;565;26;163;23;115;726;95;54;31;599;2412;119;4928
TRES PONTAS;46;1487;526;223;31;1663;18;11;6;432;9158;359;13960
TUMIRITINGA;1;3;80;28;9;81;136;4;4;19;90;50;505
TUPACIGUARA;266;528;1005;46;26;81;30;4;636;118;991;1235;4966
TURMALINA;1;13;504;526;6;163;162;175;43;58;3112;121;4884
TURVOLANDIA;-;17;4;1;-;5;-;-;-;-;242;5;274
UBA;23;2413;3507;226;1739;475;1359;170;113;1057;6057;2679;19818
UBAI;12;52;105;-;4;629;10;7;19;188;531;41;1598
UBAPORANGA;9;17;105;1;5;4;167;1;6;112;558;5;990
UBERABA;311;1345;2254;109;247;1278;1387;272;1185;5817;3277;6551;24046
UBERLANDIA;4405;16735;9449;1769;1972;30993;1989;687;5105;28097;26990;26820;155019
UMBURATIBA;2;2;3;2;-;3;12;-;1;12;24;3;64
UNAI;2290;6049;914;226;1188;3978;2005;834;3435;2704;7451;591;31665
UNIAO DE MINAS;14;33;47;-;3;55;39;28;42;87;63;206;617
URUANA DE MINAS;119;76;53;10;2;58;9;17;82;57;405;13;901
URUCANIA;-;46;287;3;3;24;1;3;2;266;395;71;1101
URUCUIA;10;20;9;1;5;383;29;1;242;195;1251;60;2206
VARGEM ALEGRE;-;38;212;9;6;10;124;3;2;351;178;12;945
VARGEM BONITA;10;6;-;-;1;8;-;-;76;11;230;28;370
VARGEM GRANDE DO RIO PARDO;-;-;5;-;-;5;1;-;4;5;38;3;61
VARGINHA;84;926;3068;411;42;134;85;13;45;2097;33479;324;40708
VARJAO DE MINAS;3;3;11;3;2;83;43;9;49;127;632;19;984
VARZEA DA PALMA;8;47;398;12;25;1849;160;36;275;1739;2297;313;7161
VARZELANDIA;1;10;95;524;39;513;5;2;23;98;1010;19;2339
VAZANTE;88;62;247;6;47;742;95;22;121;1261;1436;174;4301
VERDELANDIA;1;4;29;2;25;31;1;20;3;21;47;9;193
VEREDINHA;-;-;94;-;-;4;2;-;2;116;673;128;1019
VERISSIMO;5;38;17;1;4;235;17;3;26;38;40;76;500
VERMELHO NOVO;-;-;2;-;-;-;2;-;-;147;247;3;401
VESPASIANO;294;109;1569;18;22;357;51;75;72;890;2059;188;5711
VICOSA;16;145;3248;10;15;706;24;4;50;605;5461;520;10804
VIEIRAS;-;3;78;1;-;5;-;1;1;65;65;71;290
MATHIAS LOBATO;-;1;32;3;-;1;10;-;28;1;31;11;118
VIRGEM DA LAPA;4;12;99;1;1;12;129;6;7;277;662;21;1231
VIRGINIA;-;3;-;-;-;-;7;-;-;5;79;4;98
VIRGINOPOLIS;1;-;36;1;-;2;6;5;3;16;1138;9;1217
VIRGOLANDIA;2;2;3;1;2;8;55;1;2;89;561;262;988
VISCONDE DO RIO BRANCO;75;491;3267;31;760;65;168;44;30;1507;3573;4936;14948
VOLTA GRANDE;2;39;122;-;1;1;1;1;2;19;297;19;504
WENCESLAU BRAZ;-;5;1;-;-;1;-;-;-;1;12;5;25
AFONSO CLAUDIO;22;27;103;15;433;1237;1;-;-;2;1993;47;3880
AGUIA BRANCA;3;3;25;3;5;9;-;-;-;-;198;18;264
AGUA DOCE DO NORTE;2;136;9;12;32;161;-;2;1;1;1820;167;2343
ALEGRE;218;186;884;5;9;367;8;-;-;3;2020;301;4005
ALFREDO CHAVES;18;197;330;2;14;31;-;-;-;-;137;36;765
ALTO RIO NOVO;4;84;27;-;2;9;-;-;-;-;93;29;248
ANCHIETA;98;114;274;17;167;365;-;-;-;3;895;68;2004
APIACA;7;299;244;1;1;17;-;-;-;8;419;352;1348
ARACRUZ;348;1227;1881;50;581;853;1;3;3;3;1276;91;6324
ATILIO VIVACQUA;5;68;426;1;9;85;-;-;-;-;472;186;1252
BAIXO GUANDU;23;125;42;26;28;310;4;1;1;23;880;313;1776
BARRA DE SAO FRANCISCO;36;93;36;357;976;1305;-;-;2;5;4998;158;7966
BOA ESPERANCA;19;80;11;32;8;146;1;-;2;-;224;60;583
BOM JESUS DO NORTE;38;282;587;24;7;781;2;-;-;10;49;48;1828
BREJETUBA;5;5;6;4;1;22;-;-;-;-;335;80;458
CACHOEIRO DE ITAPEMIRIM;1899;5286;9493;510;538;7532;-;-;6;5;4090;1232;30594
CARIACICA;1357;4103;3755;683;1213;2077;54;1;1;15;10031;5080;28387
CASTELO;79;93;281;1;4;62;-;-;2;-;324;342;1188
COLATINA;152;286;518;29;179;842;9;-;-;7;4062;808;6892
CONCEICAO DA BARRA;319;104;31;53;5;118;-;1;-;-;266;45;943
CONCEICAO DO CASTELO;3;11;222;3;-;30;-;-;-;-;40;10;319
DIVINO DE SAO LOURENCO;-;-;16;-;2;9;-;-;-;-;69;12;108
DOMINGOS MARTINS;9;29;123;19;7;20;-;-;-;-;323;34;564
DORES DO RIO PRETO;1;3;89;1;-;5;-;-;-;5;286;8;398
ECOPORANGA;6;81;802;3;6;202;2;-;-;1;1580;21;2704
FUNDAO;14;51;29;5;18;154;-;-;-;-;567;270;1108
GOVERNADOR LINDENBERG;5;4;5;2;2;5;-;-;-;-;57;15;95
GUACUI;14;44;2247;20;13;270;1;-;1;2;643;47;3302
GUARAPARI;69;715;210;12;21;1262;21;1;2;14;2870;141;5338
IBATIBA;2;6;69;3;1;445;1;-;-;7;665;11;1210
IBIRACU;31;89;182;-;21;69;1;-;-;-;276;24;693
IBITIRAMA;-;1;6;-;-;20;-;-;-;-;401;3;431
ICONHA;24;35;107;14;10;38;-;-;-;-;212;7;447
IRUPI;1;-;6;1;1;137;-;-;-;4;429;2;581
ITAGUACU;13;10;17;8;3;273;-;-;-;1;63;7;395
ITAPEMIRIM;29;217;264;37;23;372;7;-;-;4;1125;59;2137
ITARANA;2;173;7;3;6;11;1;-;-;-;329;34;566
IUNA;3;10;69;3;2;983;-;-;1;16;117;25;1229
JAGUARE;334;261;37;15;24;114;-;-;1;4;647;334;1771
JERONIMO MONTEIRO;50;35;736;9;-;498;-;-;-;-;326;183;1837
JOAO NEIVA;20;123;155;22;20;389;-;-;2;-;1083;96;1910
LARANJA DA TERRA;36;269;2;21;100;35;-;-;-;1;948;7;1419
LINHARES;221;1198;331;164;1289;3903;27;-;-;4;14355;2260;23752
MANTENOPOLIS;2;16;312;6;3;451;1;-;-;13;1732;56;2592
MARATAIZES;20;274;361;22;3;457;1;-;1;2;295;74;1510
MARECHAL FLORIANO;13;56;38;5;8;14;-;-;-;-;167;9;310
MARILANDIA;12;6;18;-;4;13;-;-;-;-;409;319;781
MIMOSO DO SUL;9;216;286;7;9;32;-;-;-;-;1171;77;1807
MONTANHA;318;135;92;13;14;515;-;-;-;1;237;34;1359
MUCURICI;29;70;52;21;12;112;-;-;-;1;109;5;413
MUNIZ FREIRE;4;3;59;15;8;18;-;-;-;-;327;384;818
MUQUI;17;704;671;8;13;149;-;-;-;-;730;188;2480
NOVA VENECIA;74;203;403;563;114;157;1;1;1;4;1975;14;3512
PANCAS;4;200;116;7;2;50;-;-;-;-;779;103;1261
PEDRO CANARIO;1430;21;5;14;4;713;-;-;-;-;1003;17;3225
PINHEIROS;176;321;3;5;10;622;-;-;1;-;820;59;2017
PIUMA;68;149;597;14;36;144;-;-;-;1;212;98;1319
PONTO BELO;32;190;96;24;36;531;-;-;-;-;627;9;1545
PRESIDENTE KENNEDY;2;406;50;11;13;29;-;-;1;-;100;14;626
RIO BANANAL;7;5;8;3;13;14;-;-;-;-;336;111;497
RIO NOVO DO SUL;2;120;709;6;2;59;-;-;-;1;265;69;1233
SANTA LEOPOLDINA;5;8;48;29;8;11;2;-;-;-;568;121;800
SANTA MARIA DE JETIBA;4;61;77;8;6;40;-;-;-;-;685;34;915
SANTA TERESA;13;26;151;17;10;102;-;-;1;1;666;60;1047
SAO DOMINGOS DO NORTE;-;9;137;7;1;18;-;-;-;-;635;44;851
SAO GABRIEL DA PALHA;48;249;134;334;9;114;2;-;2;2;1995;21;2910
SAO JOSE DO CALCADO;-;9;522;3;1;12;1;-;-;2;373;52;975
SAO MATEUS;879;1488;377;60;45;2229;4;-;2;3;6923;360;12372
SAO ROQUE DO CANAA;4;102;44;1;3;89;-;-;-;2;142;313;700
SERRA;4918;4431;4789;721;1225;17216;71;7;9;29;20333;8502;62255
SOORETAMA;110;502;244;33;71;319;-;-;-;-;729;29;2039
VARGEM ALTA;14;15;463;10;2;28;2;-;-;-;153;27;714
VENDA NOVA DO IMIGRANTE;5;16;153;6;6;27;-;-;1;-;106;26;346
VIANA;858;1374;948;91;254;844;3;-;2;-;5594;175;10150
VILA PAVAO;5;12;25;71;96;11;2;-;-;-;206;5;433
VILA VALERIO;5;75;11;5;5;46;2;1;1;-;288;11;450
VILA VELHA;1330;3114;2653;1582;1172;6565;42;3;8;27;16613;4540;37660
VITORIA;3176;4691;4031;972;1307;7605;7037;11;11;18;17751;6291;52923
MUNICIPIO IGNORADO - RJ;-;-;-;-;-;2;-;-;-;-;1;-;3
ANGRA DOS REIS;55;8170;1119;407;138;850;152;36;236;1999;14697;3104;30967
APERIBE;4;29;45;1;15;10;61;-;277;7;269;122;840
ARARUAMA;22;513;1046;31;70;155;37;11;58;123;1979;233;4278
AREAL;-;364;571;64;6;2;4;2;1;15;804;6;1839
ARMACAO DOS BUZIOS;8;47;12;1;3;143;1;57;16;201;358;184;1031
ARRAIAL DO CABO;11;52;660;18;44;68;4;11;28;71;535;58;1560
BARRA DO PIRAI;48;1269;1158;34;52;634;40;127;13;82;2464;34;5957
BARRA MANSA;82;1118;453;35;22;439;61;444;27;106;4266;173;7226
BELFORD ROXO;101;250;477;66;115;477;13;15;215;482;667;75;2953
BOM JARDIM;1;36;340;2;1;43;-;3;3;13;2964;129;3535
BOM JESUS DO ITABAPOANA;58;1246;1948;53;36;362;21;12;11;971;1124;499;6341
CABO FRIO;178;177;262;163;94;262;85;102;61;299;902;102;2689
CACHOEIRAS DE MACACU;75;14;442;3;32;7;7;3;41;394;1184;180;2382
CAMBUCI;4;21;65;-;10;7;4;1;135;74;506;66;893
CARAPEBUS;3;101;80;1;-;24;2;-;131;123;164;12;641
COMENDADOR LEVY GASPARIAN;-;1;10;-;-;2;-;-;-;62;356;25;456
CAMPOS DOS GOYTACAZES;109;4665;1700;61;147;85;15;35;225;3443;19642;346;30473
CANTAGALO;4;9;1391;3;3;7;-;-;24;34;2904;227;4606
CARDOSO MOREIRA;5;27;161;3;12;20;13;8;56;27;245;43;620
CARMO;-;36;746;1;4;6;2;1;110;26;1091;1042;3065
CASIMIRO DE ABREU;6;93;240;55;25;89;19;9;62;118;788;56;1560
CONCEICAO DE MACABU;2;71;396;33;6;56;6;4;14;30;226;47;891
CORDEIRO;2;85;2144;32;12;6;7;-;66;29;1984;45;4412
DUAS BARRAS;-;-;107;-;1;6;12;-;-;5;991;21;1143
DUQUE DE CAXIAS;258;304;1620;370;305;726;81;58;424;1362;7075;945;13529
ENGENHEIRO PAULO DE FRONTIN;-;69;85;1;6;4;16;2;3;65;306;70;627
GUAPIMIRIM;3;33;230;16;7;18;-;2;8;141;332;367;1157
IGUABA GRANDE;3;28;15;4;1;14;36;7;49;176;438;85;856
ITABORAI;382;754;833;661;2753;775;292;37;150;705;6636;1268;15247
ITAGUAI;13;255;56;9;18;91;5;11;373;338;325;14;1508
ITALVA;18;60;291;8;32;19;23;2;94;430;828;43;1848
ITAOCARA;11;26;74;3;56;7;6;4;87;12;211;60;558
ITAPERUNA;243;2760;4059;215;305;247;56;70;443;2098;1789;710;12998
ITATIAIA;92;1660;395;42;6;53;26;41;42;798;3040;51;6246
JAPERI;16;78;85;4;2;108;3;7;27;47;289;36;702
LAJE DO MURIAE;1;98;60;-;2;5;-;-;31;24;232;95;548
MACAE;52;896;1372;64;47;207;44;72;1136;437;5307;592;10229
MACUCO;-;15;166;1;-;1;-;-;4;115;344;18;664
MAGE;19;57;222;26;48;128;2;3;21;280;3192;2144;6142
MANGARATIBA;13;176;43;8;4;52;10;4;24;103;405;28;871
MARICA;74;117;112;172;492;87;56;25;19;94;5480;297;7030
MENDES;48;506;163;3;1;14;1;-;1;67;758;34;1596
MESQUITA;10;22;238;6;6;8;5;2;27;119;281;15;739
MIGUEL PEREIRA;2;1;45;7;2;29;13;1;17;24;628;291;1060
MIRACEMA;1;302;39;3;7;735;8;7;13;29;466;153;1763
NATIVIDADE;6;727;1225;2;16;101;2;5;5;884;744;177;3894
NILOPOLIS;9;85;337;16;12;30;15;6;22;78;326;79;1015
NITEROI;387;802;3398;877;1656;355;77;31;56;162;1801;237;9841
NOVA FRIBURGO;8;131;7517;37;17;11;16;5;102;159;5362;212;13577
NOVA IGUACU;112;336;342;18;8;47;11;28;35;540;1634;118;3229
PARACAMBI;12;10;14;7;15;23;3;14;11;112;358;86;665
PARAIBA DO SUL;5;83;621;-;2;37;5;2;8;28;941;262;1994
PARATY;43;396;89;8;13;50;42;17;201;1133;4545;408;6945
PATY DO ALFERES;3;13;184;-;-;81;67;-;7;104;1426;75;1960
PETROPOLIS;15;231;834;62;15;126;9;4;14;136;7728;162;9336
PINHEIRAL;8;208;148;11;3;113;172;23;4;35;844;8;1577
PIRAI;50;848;775;113;164;285;80;64;39;252;2429;300;5399
PORCIUNCULA;1;120;156;6;5;134;11;3;18;340;302;57;1153
PORTO REAL;6;1954;27;4;4;41;23;54;69;174;1392;128;3876
QUATIS;4;725;20;3;4;65;8;19;88;127;576;86;1725
QUEIMADOS;8;31;111;6;16;73;1;17;14;151;894;37;1359
QUISSAMA;2;71;13;2;4;8;-;3;120;42;576;10;851
RESENDE;370;8662;664;22;7;347;42;23;62;2039;8675;234;21147
RIO BONITO;5;11;43;8;23;19;3;4;8;55;264;62;505
RIO CLARO;5;123;33;3;19;8;4;5;5;9;495;49;758
RIO DAS FLORES;3;11;9;4;3;19;3;-;1;1;59;273;386
RIO DAS OSTRAS;96;1102;431;81;119;223;45;42;285;1238;4687;199;8549
RIO DE JANEIRO;2766;17986;26141;3711;5519;18050;1247;945;4406;22213;110029;9291;222322
SANTA MARIA MADALENA;-;3;93;2;1;2;-;-;9;2;26;25;163
SANTO ANTONIO DE PADUA;46;762;600;28;141;28;40;16;172;141;567;74;2615
SAO FRANCISCO DE ITABAPOANA;66;273;27;-;55;854;309;-;3;94;3342;44;5068
SAO FIDELIS;12;225;150;6;50;3;14;2;10;76;310;5;863
SAO GONCALO;966;2415;8211;1880;1444;769;21;23;21;144;3498;592;19987
SAO JOAO DA BARRA;5;63;25;3;41;37;-;-;7;163;287;6;637
SAO JOAO DE MERITI;75;92;30;9;8;142;11;25;58;611;3428;34;4523
SAO JOSE DE UBA;5;191;250;4;5;36;-;4;73;89;122;10;789
SAO JOSE DO VALE DO RIO PRETO;3;679;32;2;4;3;2;1;1;1;466;17;1211
SAO PEDRO DA ALDEIA;293;62;835;41;86;237;41;57;40;626;450;216;2986
SAO SEBASTIAO DO ALTO;-;-;156;-;1;1;-;-;8;32;223;227;648
SAPUCAIA;1;136;344;10;5;1;2;46;1;39;1332;73;1990
SAQUAREMA;11;2123;2451;897;119;8;44;21;4;60;929;60;6728
SEROPEDICA;16;118;195;109;110;159;4;9;138;77;212;29;1176
SILVA JARDIM;2;2;36;-;5;12;-;1;6;6;212;80;362
SUMIDOURO;1;4;244;-;2;-;-;-;1;76;506;20;854
TANGUA;9;5;105;38;93;22;8;-;5;76;143;66;570
TERESOPOLIS;7;34;525;5;4;24;16;4;2;29;2062;41;2753
TRAJANO DE MORAES;-;2;42;3;-;-;-;1;6;4;89;157;304
TRES RIOS;7;49;485;5;22;87;2;-;5;432;1414;18;2526
VALENCA;29;218;215;10;8;33;29;8;51;10;894;417;1922
VARRE-SAI;1;38;357;3;1;24;8;-;4;331;113;10;890
VASSOURAS;59;773;525;74;41;282;482;12;55;33;3425;127;5888
VOLTA REDONDA;285;4122;3774;215;79;2176;413;68;22;548;22699;428;34830
MUNICIPIO IGNORADO - SP;1;-;-;-;-;-;-;-;-;-;1;1;3
ADAMANTINA;39;1140;100;7;9;2082;1056;10;1333;3358;172;835;10141
ADOLFO;3;119;119;1;128;131;10;117;191;19;186;246;1270
AGUAI;502;2514;26;6;15;656;2151;21;10;12;598;991;7502
AGUAS DA PRATA;5;336;2;3;1;29;27;1;-;11;265;39;719
AGUAS DE LINDOIA;11;165;27;1;2;27;4;4;22;5;1362;65;1695
AGUAS DE SANTA BARBARA;7;16;2;-;-;12;-;29;50;8;692;455;1271
AGUAS DE SAO PEDRO;90;31;6;1;-;8;21;11;25;1;160;195;549
AGUDOS;21;776;52;3;40;1692;39;17;260;2797;716;939;7352
ALAMBARI;8;19;4;1;1;5;3;115;1;2;132;16;307
ALFREDO MARCONDES;14;33;33;2;1;37;168;10;308;575;41;463;1685
ALTAIR;2;72;11;3;9;77;2;37;44;13;120;65;457
ALTINOPOLIS;2;75;26;3;-;22;27;8;12;52;592;296;1115
ALTO ALEGRE;1;68;5;4;-;45;32;207;344;13;15;529;1263
ALUMINIO;9;204;28;1;-;9;8;13;7;15;1061;163;1518
ALVARES FLORENCE;33;34;24;-;4;62;86;60;443;28;402;169;1345
ALVARES MACHADO;17;354;473;1;1;272;432;29;640;2124;56;862;5261
ALVARO DE CARVALHO;1;35;1;2;-;51;14;124;130;121;48;48;575
ALVINLANDIA;-;30;3;-;1;2;27;8;18;123;404;75;691
AMERICANA;9048;7550;1102;23;21;4867;728;438;4499;678;4915;9210;43087
AMERICO BRASILIENSE;89;755;179;35;45;2729;33;29;3629;456;616;3206;11801
AMERICO DE CAMPOS;63;69;14;4;5;375;278;16;478;6;267;205;1780
AMPARO;273;6755;36;15;26;95;68;16;34;589;2398;7341;17646
ANALANDIA;3;126;4;-;-;18;21;5;93;10;844;55;1180
ANDRADINA;51;1855;1438;24;1449;4770;1134;2217;1959;3128;108;479;18612
ANGATUBA;1;214;131;4;5;23;8;56;17;15;786;249;1509
ANHEMBI;-;116;3;-;1;7;4;21;8;120;196;163;639
ANHUMAS;-;102;91;-;-;11;7;8;292;204;22;278;1015
APARECIDA;107;1537;54;4;3;140;704;26;56;298;924;142;3995
APARECIDA D'OESTE;50;229;113;1;2;63;24;10;392;30;173;275;1362
APIAI;-;28;7;-;-;5;-;2;5;1;280;54;382
ARACARIGUAMA;18;235;18;1;-;27;2;1;5;125;595;524;1551
ARACATUBA;1880;1736;752;111;72;7882;2424;1265;2819;997;2690;10890;33519
ARACOIABA DA SERRA;47;504;24;4;7;9;41;93;29;62;1187;237;2244
ARAMINA;1;8;26;1;100;259;10;-;14;8;20;24;471
ARANDU;-;6;-;-;-;5;-;-;-;81;603;34;729
ARAPEI;-;95;2;1;-;-;5;-;-;-;133;5;241
ARARAQUARA;1697;5537;1878;115;1247;23274;234;367;20929;797;2062;17215;75352
ARARAS;134;2742;412;29;17;659;897;219;2951;64;1916;3915;13955
ARCO-IRIS;5;14;5;1;-;36;40;27;106;213;30;45;522
AREALVA;6;360;19;1;-;220;8;1;42;382;382;39;1460
AREIAS;5;11;5;1;3;7;22;-;4;15;197;3;273
AREIOPOLIS;2;461;2;1;-;13;1;1;16;35;707;104;1343
ARIRANHA;1;221;21;4;5;62;357;16;68;77;1166;287;2285
ARTUR NOGUEIRA;110;982;161;14;125;188;150;62;381;98;1694;2503;6468
ARUJA;236;1522;211;117;96;611;65;26;105;114;2092;192;5387
ASPASIA;9;50;8;-;1;21;11;15;235;30;130;308;818
